,Date,User,Tweet,,,,,
68,2011-12-29 08:36:38+00:00,Diabetes2_Cure,@Mary_L78 only a few days to plan a #newyearsdiet to reverse diabetes 2 http://t.co/zO7P5DHv,,,,,
69,2011-12-29 08:34:05+00:00,irybotu,"http://t.co/bCeT8AFg How to Reverse Diabetes the Ultimate Handbook for Using Foods, Supplements and Lifestyle Change",,,,,
70,2011-12-29 08:24:55+00:00,thesparkly1,"Who knows, I may be able to reverse my diabetes, docs say its possible so that's what I'm gonna strive towards",,,,,
71,2011-12-29 06:33:26+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please read more at http://t.co/AK5KxBq,,,,,
72,2011-12-29 05:58:28+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please follow at http://t.co/AK5KxBq,,,,,
73,2011-12-29 05:24:05+00:00,moverdamdelg,Diabetes Reverse Revealed Â» Blog Archive Â» Actor Stephen Wallem ...,,,,,
74,2011-12-29 04:22:46+00:00,HappyCureInfo,#diabetes: Dr. Neal Barnard&#039,s Program to Reverse Diabetes Now: The Scientifically Proven System for Reversing... http://t.co/8V116KTb,,,,
75,2011-12-29 04:13:23+00:00,Tips4diets,Type 2 Diabetes Diet With Healthy Food Plan Can Reverse Diabetes http://t.co/rXTGExMr,,,,,
76,2011-12-29 03:00:05+00:00,JosephJones83_,Update: Dr. Afrika: How to Reverse Diabetes part 1 of 3 http://t.co/2QsbMMiW,,,,,
77,2011-12-29 00:14:36+00:00,CCGAL,Can you really reverse diabetes with a vegan diet? http://t.co/GKtHknMX,,,,,
78,2011-12-28 22:30:23+00:00,KarenScott5469,"Improve, Reverse Type 2 Diabetes With Natural Diet Treatments New Jersey  No Side Effects http://t.co/A3dZ7Qe2",,,,,
79,2011-12-28 19:58:32+00:00,DiabetesType2,Broccoli may reverse diabetes during the holidays...Mayo Clinic..what else works. http://t.co/YalUlbm6 - stop cravings http://t.co/CdJV854M,,,,,
80,2011-12-28 18:27:21+00:00,DiabetesType2,Mayo Clinic: Broccoli May Reverse Fatal Diabetes Complications http://t.co/o9vI5A0z   http://t.co/q0ujmfuq,,,,,
81,2011-12-28 17:36:45+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please read more @ http://t.co/AK5KxBq,,,,,
82,2011-12-28 16:32:53+00:00,ronman201,"Reverse Diabetes with Super Nutrition,get Off the Dangerous Drugs.500 Recipes For Diabetics,Video Library, http://t.co/Q3DBFAAs",,,,,
83,2011-12-28 16:21:39+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please follow at http://t.co/AK5KxBq,,,,,
84,2011-12-28 16:15:36+00:00,DiabeteDietPlan,1 type 2 diabetes complications: how to reverse type 2 diabetes complications http://t.co/AUhjOXBB,,,,,
85,2011-12-28 15:17:36+00:00,lblorg,The Diabetes Reversal Report â€“ Natural Diabetes Treatments and Cures For Diabetics: How to Reverse Diabetes Reme... http://t.co/pgY9WBob,,,,,
86,2011-12-28 14:39:42+00:00,happyherbivore,"@JoyceSchneider1 I think you're really confused, to reverse diabetes you need to be plant-based, not eat animal products, esp whey.",,,,,
87,2011-12-28 09:59:25+00:00,CondoOffice5ver,"http://t.co/CTHovIey #Health #Fitness Reverse Type 2 Diabetes In 10 Steps Ebook, Health & Fitness: Explains The Realâ€¦ http://t.co/e9L2Jpua",,,,,
88,2011-12-28 09:33:54+00:00,LowFatElisabeth,Reverse diabetes with the Diabetes Diet Plan http://t.co/AzReFQjg,,,,,
89,2011-12-28 07:48:41+00:00,GoodbyeDiabetes,A vegan diet can reduce the risk of cancer and even reverse Diabetes 2... sign up for the free 21-Day Vegan Kickstart http://t.co/UjWzGpU0,,,,,
90,2011-12-28 07:27:18+00:00,DiabeticSandy,Science Shows A Pre Diabetic Diet That Can Reverse Type 2 Diabetes http://t.co/6oiH24bE,,,,,
91,2011-12-28 06:24:47+00:00,FineWoodwork101,7 Steps to Reverse Diabetes - 7 Steps to Reverse Diabetesstw_pagepix('diabetessecret.com/7-steps-to-reverse-diabetes... http://t.co/FFif0tHO,,,,,
92,2011-12-28 06:06:51+00:00,onlinebeautytip,Beauty Tips: 7 Steps to Reverse Diabetes - 7 Steps... http://t.co/rhvZc9si #beautytips,,,,,
93,2011-12-28 03:39:21+00:00,ronman201,"Reverse Diabetes with Super Nutrition,get Off the Dangerous Drugs.500 Recipes For Diabetics,Video Library, http://t.co/Q3DBFAAs",,,,,
94,2011-12-28 03:07:27+00:00,ronman201,"Reverse Diabetes with Super Nutrition,get Off the Dangerous Drugs.500 Recipes For Diabetics,Video Library, http://t.co/0qGg2e5p",,,,,
95,2011-12-28 02:47:50+00:00,DiabetesBuzz9,RT @haridasdr Reverse Type Two Diabetes With a Vegan Diet http://t.co/p9ZHytFZ,,,,,
96,2011-12-28 02:47:11+00:00,haridasdr,Reverse Type Two Diabetes With a Vegan Diet http://t.co/yyOv2TUu,,,,,
97,2011-12-28 01:47:55+00:00,Tips4diets,Type 2 Diabetes Diet With Healthy Food Plan Can Reverse Diabetes http://t.co/rXTGExMr,,,,,
98,2011-12-28 01:02:08+00:00,JosephJones83_,"Update: 4. Medical Conference: Beat, Reverse, Cure Type 2 Diabetes [The Diabetes Engineer] http://t.co/x2fO2S83",,,,,
99,2011-12-28 01:01:13+00:00,michaelhutch66,"Diabetes Diet - Diabetes cannot be reversed, but you can reverse high blood sugar... http://t.co/5o5NcqKI",,,,,
100,2011-12-28 00:42:17+00:00,VeganVegetaria,Reverse Type Two Diabetes With a Vegan Diet: Type Two Diabetes is http://t.co/5d6f5SDm,,,,,
101,2011-12-28 00:25:12+00:00,VeganVegetaria,Reverse Type Two Diabetes With a Vegan Diet http://t.co/72kEwf06,,,,,
102,2011-12-27 23:24:24+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please read more at http://t.co/AK5KxBq,,,,,
103,2011-12-27 21:09:05+00:00,bodilyhealth,"How 40,000 People Reverse Heart Disease http://t.co/vdsQpLNv #diabetes",,,,,
104,2011-12-27 17:45:13+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please follow at http://t.co/AK5KxBq,,,,,
105,2011-12-27 11:56:28+00:00,michaelhutch66,reverse diabetes type 2 http://t.co/yodSUSnE,,,,,
106,2011-12-27 11:56:26+00:00,michaelhutch66,reverse diabetes type 2 http://t.co/jTdQB58i,,,,,
107,2011-12-27 11:56:26+00:00,michaelhutch66,reverse diabetes type 2 http://t.co/gxkpbCt5,,,,,
108,2011-12-27 11:56:26+00:00,michaelhutch66,reverse diabetes type 2 http://t.co/i4DOeUrj,,,,,
109,2011-12-27 11:56:26+00:00,michaelhutch66,reverse diabetes type 2 http://t.co/XG9Zpams,,,,,
110,2011-12-27 08:40:42+00:00,DiabetesBuzz9,RT @ycodivewo Mayo Clinic: Broccoli May Reverse Fatal Diabetes Complications bIV: .GgI http://t.co/60ffiJSr,,,,,
111,2011-12-27 06:37:45+00:00,Nathealings,"Reverse Diabetes in 30 days 
http://t.co/v8OR53xp",,,,,
112,2011-12-27 05:02:52+00:00,JoyceSchneider1,"Protein powder subs 4flour 2make BROWNIES 2 BREAD Fitness, control or reverse diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok",,,,,
113,2011-12-27 03:34:16+00:00,forhealthtoday,Reverse Diabetes With Enzymes Natural Diabetes Treatments http://t.co/RvsdbQuG,,,,,
114,2011-12-27 00:22:27+00:00,SydneyPrieto,http://t.co/XyoppsYR NFM Secret Shopper: What can reverse my type 2 diabetes? | Blood ...: How well do natural products store employe...,,,,,
115,2011-12-27 00:22:26+00:00,theloanguys,http://t.co/q4JI9zah NFM Secret Shopper: What can reverse my type 2 diabetes? | Blood ...: How well do natural products store employe...,,,,,
116,2011-12-27 00:13:44+00:00,maverickking,NFM Secret Shopper: What can reverse my type 2 diabetes? http://t.co/QpcA9mjW http://t.co/BNYBFe8I,,,,,
117,2011-12-26 22:31:48+00:00,DiabetesAware99,Reverse Diabetes 2 With Special Diet: Normalize your blood sugar and reverse the root cause of diabetesfightdiab... http://t.co/ooqPXLTS,,,,,
118,2011-12-26 20:30:11+00:00,RidzlanDol,Type 2 Diabetes  3 Tips That Could Help Reverse Diabetes - [...] http://t.co/QjMyxjak,,,,,
119,2011-12-26 20:30:09+00:00,RidzlanDol,Type 2 Diabetes  3 Tips That Could Help Reverse Diabetes - [...] http://t.co/2Z8320NR,,,,,
120,2011-12-26 20:30:08+00:00,RidzlanDol,Type 2 Diabetes  3 Tips That Could Help Reverse Diabetes - [...] http://t.co/ZQZOexBp,,,,,
121,2011-12-26 20:29:53+00:00,RidzlanDol,Type 2 Diabetes  3 Tips That Could Help Reverse Diabetes - [...] http://t.co/2tKBs6FD,,,,,
122,2011-12-26 20:29:41+00:00,RidzlanDol,Type 2 Diabetes  3 Tips That Could Help Reverse Diabetes - [...] http://t.co/8eDVYnZN,,,,,
123,2011-12-26 20:29:39+00:00,RidzlanDol,Type 2 Diabetes  3 Tips That Could Help Reverse Diabetes - [...] http://t.co/wTiqjihl,,,,,
124,2011-12-26 19:41:33+00:00,Passion4Words,Type 1 diabetes: A simple vaccine already on the market may reverse this incurable disease: http://t.co/MCO596LX,,,,,
125,2011-12-26 19:00:50+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please read more at http://t.co/AK5KxBq,,,,,
126,2011-12-26 18:45:38+00:00,DiabeticSandy,Reverse Diabetes with Gastric Bypass surgery is a dangerous choice http://t.co/fDjsn9qQ,,,,,
127,2011-12-26 18:42:15+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please follow at http://t.co/AK5KxBq,,,,,
128,2011-12-26 18:33:54+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please read more @ http://t.co/AK5KxBq,,,,,
129,2011-12-26 18:27:20+00:00,JoyceSchneider1,Protein powder subs 4flour 2make BROWNIES 2 BREAD Control or Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
130,2011-12-26 16:40:39+00:00,ravewittotough,Diabetes Reverse Revealed Â» Blog Archive Â» Walking For a Cure,,,,,
131,2011-12-26 14:49:13+00:00,whymobilesolut,There Is Certainly Help For Your Diabetes Using The Reverse Diabetes Now Program http://t.co/xIkaRvua,,,,,
132,2011-12-26 14:27:04+00:00,Tips4diets,Type 2 Diabetes Diet With Healthy Food Plan Can Reverse Diabetes http://t.co/rXTGExMr,,,,,
133,2011-12-26 12:57:19+00:00,Kenneth_Little,Dr. Gabriel Cousensâ€™ Reverse Diabetes Program â€“ Tree of Life Rejuvenation Center http://t.co/55tnKs2m,,,,,
134,2011-12-26 12:49:53+00:00,healthswiki,7 Steps To Reverse Diabetes: 7 Steps To Reverse Diabetes The Most Proven And Popular Step-by-step System For Cur... http://t.co/z2rPhmcV,,,,,
135,2011-12-26 12:49:53+00:00,ecelticnews,7 Steps To Reverse Diabetes: 7 Steps To Reverse Diabetes The Most Proven And Popular Step-by-step System For Cur... http://t.co/ovkLKawd,,,,,
136,2011-12-26 07:16:36+00:00,Nathealings,"Reverse Diabetes in 30 days 
http://t.co/v8OR53xp",,,,,
137,2011-12-26 06:42:34+00:00,JoyceSchneider1,@AnnChildersMD Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
138,2011-12-26 06:42:14+00:00,JoyceSchneider1,@katkerisk Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
139,2011-12-26 06:41:51+00:00,JoyceSchneider1,@nicolebrown25 Protein powder subs 4flour 2make BROWNIES 2  BREAD Lose weight Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey ok 2,,,,,
140,2011-12-26 06:40:47+00:00,JoyceSchneider1,@yourgreatabs Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
141,2011-12-26 06:40:21+00:00,JoyceSchneider1,@diabetesfacts Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
142,2011-12-26 06:40:11+00:00,JoyceSchneider1,@Nathan_Pensky Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
143,2011-12-26 06:39:55+00:00,JoyceSchneider1,@OmadaHealth Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
144,2011-12-26 06:39:34+00:00,JoyceSchneider1,@richardludlow Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
145,2011-12-26 06:38:59+00:00,JoyceSchneider1,@AncientDigger Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
146,2011-12-26 06:38:35+00:00,JoyceSchneider1,@KsFootDoc Protein powder subs 4flour 2make BROWNIES to BREAD Control or Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
147,2011-12-26 06:38:03+00:00,JoyceSchneider1,@acejimep Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
148,2011-12-26 06:37:50+00:00,JoyceSchneider1,@JDRFAdvocacy Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
149,2011-12-26 06:37:29+00:00,JoyceSchneider1,@thedailyfeats Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
150,2011-12-26 06:37:16+00:00,JoyceSchneider1,@conquerdiabetes Protein powder subs 4flour 2make BROWNIES 2  BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
151,2011-12-26 06:36:32+00:00,JoyceSchneider1,@conquerdiabetes Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
152,2011-12-26 06:36:20+00:00,JoyceSchneider1,@AlyciaKearbey90 Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
153,2011-12-26 06:36:11+00:00,JoyceSchneider1,@Karlghn Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
154,2011-12-26 06:35:54+00:00,JoyceSchneider1,@GscalpiRD_CDE Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
155,2011-12-26 06:35:06+00:00,JoyceSchneider1,@cheranae Protein powder subs 4flour 2make BROWNIES to BREAD Control/Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok #Health,,,,,
156,2011-12-26 06:34:24+00:00,JoyceSchneider1,@Lisettedjj Protein powder subs 4flour 2make BROWNIES to BREAD Control or Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
157,2011-12-26 06:33:58+00:00,JoyceSchneider1,@Maryaeuf Protein powder subs 4flour 2make BROWNIES to BREAD Control or Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
158,2011-12-26 06:33:38+00:00,JoyceSchneider1,@KarriOwens Protein powder subs 4flour 2make BROWNIES to BREAD Control or Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
159,2011-12-26 06:32:09+00:00,JoyceSchneider1,@PreDiabetes Protein powder subs 4flour 2make BROWNIES 2  BREAD Control or Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
160,2011-12-26 06:30:33+00:00,JoyceSchneider1,@masterwebmark Protein powder subs 4flour 2make BROWNIES 2  BREAD Control or Reverse Diabetes http://t.co/um7NWq2j Kindle $4.99 Whey subs ok,,,,,
